3.21068027e-01,-8.31740192e-01,-4.52905702e-01
4.70588040e-01,-8.42462245e-01,-2.62305666e-01
9.58793218e-01,1.04451205e-01,2.64207327e-01
-2.75753998e-01,-9.38789854e-01,2.06478430e-01
6.95657025e-01,-7.00512609e-01,1.59196066e-01
4.54551221e-01,2.42675278e-01,8.57025027e-01
-2.03991969e-01,8.66783316e-01,4.55053798e-01
4.75727928e-02,-5.29937896e-01,-8.46701043e-01
-7.26827371e-01,-5.19773720e-01,-4.48951281e-01
-6.65925441e-01,-3.45016082e-01,-6.61443279e-01
-4.45893395e-01,3.48489809e-01,8.24459783e-01
9.77544533e-01,-2.09895443e-01,1.87240101e-02
-9.81543266e-01,-1.25995425e-02,1.90824709e-01
-2.29502564e-01,5.08199159e-01,8.30097698e-01
2.53488063e-03,7.93253355e-01,6.08886433e-01
-7.31478932e-01,6.58724788e-01,-1.76125595e-01
-1.67623779e-01,9.84465383e-01,5.22511182e-02
1.46018119e-01,4.45406292e-01,-8.83341352e-01
6.91786838e-01,-6.82660750e-01,-2.35383244e-01
7.10631971e-01,-7.49669221e-03,7.03523988e-01
9.05751972e-01,4.66320128e-04,-4.23807915e-01
7.59478119e-01,-5.46691356e-01,3.52592610e-01
7.26103497e-01,3.79963216e-01,5.73063405e-01
9.59972392e-02,9.80694697e-01,1.70359739e-01
4.08121234e-01,8.89231435e-01,-2.06650706e-01
-8.06897674e-02,9.77744080e-01,-1.93663820e-01
5.12621285e-01,6.51778833e-01,5.58930919e-01
-9.73753523e-01,-2.19110226e-01,6.16018365e-02
-8.84871388e-02,-2.29565711e-01,-9.69262405e-01
3.84282590e-01,4.59785876e-01,8.00577191e-01
-9.83956564e-01,1.54910428e-01,8.84999448e-02
-1.04155356e-01,6.92213969e-01,7.14136879e-01
-5.27375139e-01,2.63114302e-01,-8.07865290e-01
2.48157576e-01,-7.21795715e-01,6.46087272e-01
-8.88377988e-01,3.75478238e-01,2.64198113e-01
8.25779939e-01,-4.63143434e-01,-3.21847249e-01
2.71294345e-01,-2.21814843e-01,9.36588252e-01
1.16956446e-01,9.86914135e-01,1.11003065e-01
-6.81661369e-01,5.97741736e-01,-4.21950938e-01
5.59392725e-01,-5.85192592e-01,-5.87051454e-01
1.73377313e-01,5.78893197e-01,-7.96757789e-01
-4.53974820e-01,-6.72547133e-01,5.84454632e-01
8.82829435e-01,-4.65820131e-01,-6.01979526e-02
9.46689011e-01,3.15894665e-01,-6.31702218e-02
-5.74976821e-01,-6.09298152e-01,-5.46037926e-01
3.76304351e-01,-1.56829417e-01,-9.13126261e-01
-1.99189068e-02,-8.00295985e-01,5.99274206e-01
2.87990189e-01,-9.56083364e-01,-5.44633010e-02
1.76763668e-02,-6.43619220e-01,7.65141716e-01
1.45455880e-01,6.23901159e-03,-9.89345067e-01
1.47392510e-01,-9.88178295e-01,-4.21794337e-02
-5.53675916e-01,-8.00886743e-01,-2.28086398e-01
-5.57650576e-01,5.28962987e-01,-6.39706177e-01
9.73036353e-01,8.73698319e-02,-2.13463739e-01
-5.25429143e-02,8.57768820e-01,5.11343225e-01
-1.75577225e-01,3.60943403e-01,-9.15910748e-01
-1.68177558e-01,-1.71592038e-01,-9.70707207e-01
8.34499279e-01,-3.85946438e-02,-5.49655717e-01
-8.21376935e-01,-5.65827386e-01,-7.19673548e-02
8.82939204e-01,-4.38463202e-01,-1.67834390e-01
-7.32983119e-01,-4.63118407e-01,-4.98254040e-01
1.85857152e-01,9.08157653e-01,-3.75109046e-01
2.40531959e-01,5.41060318e-01,-8.05852411e-01
-8.69373809e-01,-1.10078530e-02,-4.94032394e-01
4.06756671e-01,9.93817026e-02,9.08114689e-01
-1.17705162e-01,-2.51287669e-01,9.60728891e-01
-2.15362571e-01,7.96184150e-01,-5.65428830e-01
-7.16411696e-01,-6.96785360e-01,-3.52766865e-02
1.28040364e-01,5.49939001e-01,8.25331909e-01
1.50693861e-01,8.28549433e-01,-5.39256152e-01
-9.90895625e-01,8.22217127e-02,1.06608868e-01
8.74683373e-01,-2.38259831e-02,-4.84108790e-01
8.67924735e-01,2.37622595e-01,-4.36167579e-01
-7.67302321e-01,5.07272729e-01,-3.92328342e-01
5.85529751e-01,-5.09229954e-01,6.30745404e-01
-1.15003599e-01,9.21624187e-01,-3.70652169e-01
6.26947850e-01,-4.15375855e-01,6.59089746e-01
6.17371694e-01,-7.82123829e-01,8.44660149e-02
7.41044124e-01,3.97376042e-01,5.41244758e-01
-3.35655108e-01,6.43672644e-01,6.87765349e-01
8.56270308e-01,-2.11224915e-01,-4.71365246e-01
-3.20850114e-01,6.21571035e-01,7.14636028e-01
-1.57358143e-01,7.05441477e-01,-6.91079400e-01
8.13974525e-01,5.24825295e-01,-2.49005787e-01
-7.64813617e-01,4.84250123e-01,4.24925816e-01
3.63740734e-01,-9.24262490e-01,1.15894469e-01
-6.25977581e-01,2.75310787e-01,-7.29627329e-01
-4.91657630e-01,-5.06153280e-01,-7.08577189e-01
-4.31560284e-01,7.71801765e-01,4.66987963e-01
7.82748007e-01,-2.85281418e-01,5.53100416e-01
-5.81199620e-01,7.76715269e-01,2.42735230e-01
6.66772707e-01,-1.11059310e-01,-7.36939608e-01
-3.19781424e-01,9.27931204e-01,1.91529425e-01
2.00204028e-01,4.53000893e-01,8.68739626e-01
1.69625832e-01,-3.87848218e-01,-9.05980594e-01
-7.67332509e-01,1.62630938e-01,-6.20283805e-01
9.75890709e-01,1.71443162e-01,-1.35072448e-01
-7.41106209e-01,-5.69349359e-01,-3.55813006e-01
-2.74547183e-01,5.06525862e-01,8.17346558e-01
2.46638295e-01,1.61065952e-01,9.55629275e-01
-8.16637979e-01,3.47856151e-01,4.60541538e-01
2.16834636e-01,1.32238813e-01,-9.67210234e-01
6.27176176e-01,7.77190248e-01,5.12382904e-02
3.11188612e-01,-7.14265192e-01,6.26886659e-01
-1.13763050e-01,6.82590012e-01,-7.21892543e-01
5.65208049e-01,2.28317950e-01,-7.92723644e-01
9.27483826e-01,-3.24491074e-01,-1.85686011e-01
9.25132785e-01,-1.42968641e-01,-3.51694892e-01
5.01064518e-01,7.65020192e-01,-4.04571939e-01
1.48936509e-01,-9.83874182e-01,-9.90429734e-02
3.14400189e-01,-8.57594566e-01,4.07043095e-01
-4.67264110e-01,8.48899913e-01,-2.47048963e-01
3.73198619e-01,-1.78543655e-01,9.10409224e-01
